step,split,loss,perplexity,lr,tokens,elapsed_s
8440,train,1.885632,6.5905,2.101200e-04,138280960,4337.3
8460,train,1.956610,7.0753,2.096990e-04,138608640,4353.3
8480,train,1.902945,6.7056,2.092775e-04,138936320,4368.1
8500,train,1.862512,6.4399,2.088555e-04,139264000,4382.9
8500,val,1.793943,6.0131,2.088555e-04,139264000,4389.2
8520,train,1.925405,6.8579,2.084331e-04,139591680,4404.4
8540,train,1.854393,6.3878,2.080101e-04,139919360,4419.2
8560,train,1.857900,6.4103,2.075867e-04,140247040,4433.2
8580,train,1.900740,6.6908,2.071629e-04,140574720,4448.5
8600,train,1.818955,6.1654,2.067385e-04,140902400,4463.4
8620,train,1.827908,6.2209,2.063137e-04,141230080,4475.2
8640,train,1.920090,6.8216,2.058885e-04,141557760,4485.2
8660,train,1.864717,6.4541,2.054628e-04,141885440,4495.1
8680,train,1.912830,6.7722,2.050367e-04,142213120,4505.0
8700,train,1.996384,7.3624,2.046101e-04,142540800,4515.2
8720,train,1.880640,6.5577,2.041831e-04,142868480,4529.4
8740,train,1.873440,6.5107,2.037557e-04,143196160,4545.1
8760,train,1.877449,6.5368,2.033278e-04,143523840,4561.0
8780,train,1.896067,6.6597,2.028995e-04,143851520,4576.7
8800,train,1.808466,6.1011,2.024708e-04,144179200,4592.1
8820,train,1.928280,6.8777,2.020417e-04,144506880,4607.9
8840,train,1.865620,6.4599,2.016122e-04,144834560,4623.9
8860,train,1.939860,6.9578,2.011823e-04,145162240,4639.8
8880,train,1.845563,6.3317,2.007520e-04,145489920,4655.2
8900,train,1.846801,6.3395,2.003213e-04,145817600,4668.8
8920,train,1.869844,6.4873,1.998903e-04,146145280,4673.2
8940,train,1.891293,6.6279,1.994588e-04,146472960,4677.6
8960,train,1.870774,6.4933,1.990270e-04,146800640,4682.0
8980,train,1.920348,6.8233,1.985948e-04,147128320,4686.5
9000,train,1.867668,6.4732,1.981622e-04,147456000,4690.9
9000,val,1.782911,5.9471,1.981622e-04,147456000,4692.6
9020,train,1.912986,6.7733,1.977292e-04,147783680,4697.1
9040,train,1.839198,6.2915,1.972959e-04,148111360,4705.8
9060,train,1.900096,6.6865,1.968623e-04,148439040,4717.8
9080,train,1.787520,5.9746,1.964283e-04,148766720,4728.5
9100,train,1.856508,6.4013,1.959940e-04,149094400,4739.4
9120,train,1.826570,6.2125,1.955593e-04,149422080,4749.7
9140,train,1.931945,6.9029,1.951243e-04,149749760,4760.4
9160,train,1.877137,6.5348,1.946889e-04,150077440,4771.8
9180,train,1.796307,6.0273,1.942532e-04,150405120,4782.6
9200,train,1.810733,6.1149,1.938173e-04,150732800,4792.4
9220,train,1.840539,6.2999,1.933810e-04,151060480,4796.8
9240,train,1.865724,6.4606,1.929443e-04,151388160,4801.2
9260,train,1.907610,6.7370,1.925074e-04,151715840,4805.6
9280,train,1.846191,6.3356,1.920702e-04,152043520,4810.0
9300,train,1.833816,6.2577,1.916327e-04,152371200,4814.4
9320,train,1.869213,6.4832,1.911949e-04,152698880,4818.8
9340,train,1.913652,6.7778,1.907568e-04,153026560,4823.2
9360,train,1.909486,6.7496,1.903184e-04,153354240,4827.7
9380,train,1.885358,6.5887,1.898798e-04,153681920,4832.0
9400,train,1.897698,6.6705,1.894408e-04,154009600,4836.5
9420,train,1.800068,6.0501,1.890016e-04,154337280,4840.9
9440,train,1.886752,6.5979,1.885622e-04,154664960,4845.3
9460,train,1.825009,6.2029,1.881225e-04,154992640,4849.6
9480,train,1.874973,6.5206,1.876825e-04,155320320,4854.0
9500,train,1.909662,6.7508,1.872423e-04,155648000,4858.4
9500,val,1.771048,5.8770,1.872423e-04,155648000,4860.1
9520,train,1.943791,6.9852,1.868018e-04,155975680,4864.6
9540,train,1.899336,6.6815,1.863611e-04,156303360,4869.1
9560,train,1.827416,6.2178,1.859202e-04,156631040,4873.4
9580,train,1.833630,6.2566,1.854790e-04,156958720,4877.8
9600,train,1.843871,6.3210,1.850377e-04,157286400,4882.2
9620,train,1.861784,6.4352,1.845961e-04,157614080,4886.6
9640,train,1.820683,6.1761,1.841543e-04,157941760,4891.1
9660,train,1.864582,6.4532,1.837122e-04,158269440,4895.5
9680,train,1.947465,7.0109,1.832700e-04,158597120,4899.9
9700,train,1.805157,6.0809,1.828276e-04,158924800,4904.3
9720,train,1.884675,6.5842,1.823849e-04,159252480,4908.7
9740,train,1.886257,6.5946,1.819421e-04,159580160,4913.2
9760,train,1.889760,6.6178,1.814991e-04,159907840,4917.6
9780,train,1.895411,6.6553,1.810560e-04,160235520,4922.0
9800,train,1.898611,6.6766,1.806126e-04,160563200,4926.4
9820,train,1.815738,6.1456,1.801691e-04,160890880,4930.8
9840,train,1.879973,6.5533,1.797254e-04,161218560,4935.2
9860,train,1.867592,6.4727,1.792815e-04,161546240,4939.6
9880,train,1.932127,6.9042,1.788375e-04,161873920,4944.0
9900,train,1.936048,6.9313,1.783934e-04,162201600,4948.4
9920,train,1.843050,6.3158,1.779491e-04,162529280,4952.9
9940,train,1.820836,6.1770,1.775046e-04,162856960,4957.3
9960,train,1.858571,6.4146,1.770600e-04,163184640,4961.7
9980,train,1.814223,6.1363,1.766153e-04,163512320,4966.1
10000,train,2.004799,7.4246,1.761705e-04,163840000,4970.6
10000,val,1.761560,5.8215,1.761705e-04,163840000,4972.2
10020,train,1.776556,5.9095,1.757255e-04,164167680,4976.8
10040,train,1.866358,6.4647,1.752804e-04,164495360,4981.2
10060,train,1.875403,6.5234,1.748352e-04,164823040,4985.6
10080,train,1.800956,6.0554,1.743899e-04,165150720,4990.0
10100,train,1.772541,5.8858,1.739445e-04,165478400,4994.4
10120,train,1.822241,6.1857,1.734990e-04,165806080,4998.8
10140,train,1.782037,5.9419,1.730534e-04,166133760,5003.2
10160,train,1.916434,6.7967,1.726077e-04,166461440,5007.6
10180,train,1.908970,6.7461,1.721619e-04,166789120,5012.0
10200,train,1.876813,6.5327,1.717161e-04,167116800,5016.5
10220,train,1.866823,6.4677,1.712702e-04,167444480,5020.9
10240,train,1.913419,6.7762,1.708242e-04,167772160,5025.3
10260,train,1.871639,6.4989,1.703781e-04,168099840,5029.7
10280,train,1.920569,6.8248,1.699320e-04,168427520,5034.2
10300,train,1.828396,6.2239,1.694859e-04,168755200,5038.6
10320,train,1.858602,6.4148,1.690397e-04,169082880,5043.0
10340,train,1.861343,6.4324,1.685934e-04,169410560,5047.5
10360,train,1.818987,6.1656,1.681471e-04,169738240,5051.9
10380,train,1.774636,5.8981,1.677008e-04,170065920,5056.4
10400,train,1.844689,6.3261,1.672544e-04,170393600,5060.8
10420,train,1.880295,6.5554,1.668080e-04,170721280,5065.2
10440,train,1.885163,6.5874,1.663616e-04,171048960,5069.7
10460,train,1.756608,5.7928,1.659152e-04,171376640,5074.1
10480,train,1.900458,6.6890,1.654688e-04,171704320,5078.6
10500,train,1.849157,6.3545,1.650223e-04,172032000,5083.0
10500,val,1.751158,5.7613,1.650223e-04,172032000,5084.7
10520,train,1.807097,6.0927,1.645759e-04,172359680,5089.2
10540,train,1.789591,5.9870,1.641295e-04,172687360,5093.6
10560,train,1.802064,6.0621,1.636830e-04,173015040,5098.0
10580,train,1.859888,6.4230,1.632366e-04,173342720,5102.4
10600,train,1.937894,6.9441,1.627902e-04,173670400,5106.8
10620,train,1.832731,6.2509,1.623439e-04,173998080,5111.2
10640,train,1.806636,6.0899,1.618975e-04,174325760,5115.6
10660,train,1.836020,6.2715,1.614512e-04,174653440,5120.0
10680,train,1.843153,6.3164,1.610050e-04,174981120,5124.3
10700,train,1.848013,6.3472,1.605588e-04,175308800,5128.7
10720,train,1.913271,6.7752,1.601126e-04,175636480,5133.1
10740,train,1.814769,6.1397,1.596665e-04,175964160,5137.6
10760,train,1.912652,6.7710,1.592204e-04,176291840,5142.0
10780,train,1.799837,6.0487,1.587744e-04,176619520,5146.4
10800,train,1.800540,6.0529,1.583285e-04,176947200,5150.8
10820,train,1.844692,6.3262,1.578826e-04,177274880,5155.2
10840,train,1.888769,6.6112,1.574369e-04,177602560,5159.6
10860,train,1.841557,6.3064,1.569912e-04,177930240,5164.0
10880,train,1.846705,6.3389,1.565456e-04,178257920,5168.4
10900,train,1.856362,6.4004,1.561000e-04,178585600,5172.9
10920,train,1.774257,5.8959,1.556546e-04,178913280,5177.3
10940,train,1.779388,5.9262,1.552093e-04,179240960,5181.7
10960,train,1.853426,6.3816,1.547641e-04,179568640,5186.2
10980,train,1.727297,5.6254,1.543190e-04,179896320,5190.6
11000,train,1.895287,6.6545,1.538740e-04,180224000,5195.0
11000,val,1.740126,5.6981,1.538740e-04,180224000,5196.8
11020,train,1.841005,6.3029,1.534292e-04,180551680,5201.4
11040,train,1.770350,5.8729,1.529844e-04,180879360,5205.9
11060,train,1.808436,6.1009,1.525398e-04,181207040,5210.3
11080,train,1.852413,6.3752,1.520954e-04,181534720,5214.8
11100,train,1.856415,6.4008,1.516511e-04,181862400,5219.2
11120,train,1.789838,5.9885,1.512069e-04,182190080,5223.7
11140,train,1.798284,6.0393,1.507629e-04,182517760,5228.2
11160,train,1.860029,6.4239,1.503190e-04,182845440,5232.7
11180,train,1.816705,6.1516,1.498753e-04,183173120,5237.1
11200,train,1.755640,5.7872,1.494317e-04,183500800,5241.6
11220,train,1.882224,6.5681,1.489884e-04,183828480,5246.1
11240,train,1.838044,6.2842,1.485452e-04,184156160,5250.5
11260,train,1.732024,5.6521,1.481022e-04,184483840,5254.9
11280,train,1.811589,6.1202,1.476593e-04,184811520,5259.3
11300,train,1.824903,6.2022,1.472167e-04,185139200,5263.7
11320,train,1.792359,6.0036,1.467742e-04,185466880,5268.1
11340,train,1.832166,6.2474,1.463320e-04,185794560,5272.5
11360,train,1.827310,6.2171,1.458899e-04,186122240,5276.9
11380,train,1.824873,6.2020,1.454481e-04,186449920,5281.4
11400,train,1.843259,6.3171,1.450065e-04,186777600,5285.8
11420,train,1.838597,6.2877,1.445651e-04,187105280,5290.3
11440,train,1.823184,6.1915,1.441239e-04,187432960,5294.7
11460,train,1.807537,6.0954,1.436829e-04,187760640,5299.2
11480,train,1.839605,6.2940,1.432422e-04,188088320,5303.6
11500,train,1.768480,5.8619,1.428017e-04,188416000,5308.0
11500,val,1.731431,5.6487,1.428017e-04,188416000,5309.7
11520,train,1.786836,5.9705,1.423615e-04,188743680,5314.3
11540,train,1.830452,6.2367,1.419215e-04,189071360,5318.7
11560,train,1.790514,5.9925,1.414818e-04,189399040,5323.1
11580,train,1.830379,6.2362,1.410423e-04,189726720,5327.5
11600,train,1.811220,6.1179,1.406031e-04,190054400,5331.9
11620,train,1.798892,6.0429,1.401641e-04,190382080,5336.3
11640,train,1.831930,6.2459,1.397254e-04,190709760,5340.8
11660,train,1.885692,6.5909,1.392870e-04,191037440,5345.2
11680,train,1.878293,6.5423,1.388489e-04,191365120,5349.6
11700,train,1.837661,6.2818,1.384111e-04,191692800,5354.1
11720,train,1.879376,6.5494,1.379735e-04,192020480,5358.5
11740,train,1.854181,6.3865,1.375363e-04,192348160,5363.0
11760,train,1.850894,6.3655,1.370993e-04,192675840,5367.4
11780,train,1.827808,6.2202,1.366627e-04,193003520,5371.8
11800,train,1.789659,5.9874,1.362264e-04,193331200,5376.2
11820,train,1.774721,5.8986,1.357903e-04,193658880,5380.6
11840,train,1.787685,5.9756,1.353546e-04,193986560,5385.0
11860,train,1.816493,6.1502,1.349193e-04,194314240,5389.5
11880,train,1.839519,6.2935,1.344842e-04,194641920,5393.9
11900,train,1.767973,5.8590,1.340495e-04,194969600,5398.3
11920,train,1.841030,6.3030,1.336151e-04,195297280,5402.7
11940,train,1.737489,5.6831,1.331811e-04,195624960,5407.1
11960,train,1.820238,6.1733,1.327474e-04,195952640,5411.5
11980,train,1.767134,5.8540,1.323141e-04,196280320,5416.0
12000,train,1.827153,6.2162,1.318811e-04,196608000,5420.4
12000,val,1.720531,5.5875,1.318811e-04,196608000,5422.1
12020,train,1.790745,5.9939,1.314485e-04,196935680,5426.6
12040,train,1.889729,6.6176,1.310162e-04,197263360,5431.1
12060,train,1.711026,5.5346,1.305844e-04,197591040,5435.5
12080,train,1.746158,5.7325,1.301529e-04,197918720,5439.9
12100,train,1.712953,5.5453,1.297218e-04,198246400,5444.3
12120,train,1.878181,6.5416,1.292910e-04,198574080,5448.7
12140,train,1.793955,6.0132,1.288607e-04,198901760,5453.2
12160,train,1.916313,6.7959,1.284307e-04,199229440,5457.6
12180,train,1.865997,6.4624,1.280012e-04,199557120,5462.0
12200,train,1.802939,6.0675,1.275721e-04,199884800,5466.4
12220,train,1.806033,6.0863,1.271433e-04,200212480,5470.9
12240,train,1.804100,6.0745,1.267150e-04,200540160,5475.3
12260,train,1.931503,6.8999,1.262871e-04,200867840,5479.7
12280,train,1.787810,5.9764,1.258596e-04,201195520,5484.1
12300,train,1.771217,5.8780,1.254326e-04,201523200,5488.5
12320,train,1.750340,5.7566,1.250060e-04,201850880,5492.9
12340,train,1.832309,6.2483,1.245798e-04,202178560,5497.3
12360,train,1.902690,6.7039,1.241541e-04,202506240,5501.8
12380,train,1.814134,6.1358,1.237288e-04,202833920,5506.2
12400,train,1.871344,6.4970,1.233039e-04,203161600,5510.6
12420,train,1.858108,6.4116,1.228796e-04,203489280,5515.0
12440,train,1.712142,5.5408,1.224556e-04,203816960,5519.5
12460,train,1.745049,5.7262,1.220322e-04,204144640,5523.9
12480,train,1.795883,6.0248,1.216092e-04,204472320,5528.3
12500,train,1.823007,6.1904,1.211867e-04,204800000,5532.7
12500,val,1.714585,5.5544,1.211867e-04,204800000,5534.4
12520,train,1.763187,5.8310,1.207647e-04,205127680,5539.0
12540,train,1.787187,5.9726,1.203431e-04,205455360,5543.4
12560,train,1.841509,6.3060,1.199220e-04,205783040,5547.9
12580,train,1.767425,5.8558,1.195015e-04,206110720,5552.3
12600,train,1.818369,6.1618,1.190814e-04,206438400,5556.7
12620,train,1.802046,6.0620,1.186618e-04,206766080,5561.1
12640,train,1.870513,6.4916,1.182428e-04,207093760,5565.6
12660,train,1.904152,6.7137,1.178242e-04,207421440,5570.0
12680,train,1.802571,6.0652,1.174062e-04,207749120,5574.4
12700,train,1.810279,6.1122,1.169887e-04,208076800,5578.8
12720,train,1.856794,6.4032,1.165717e-04,208404480,5583.2
12740,train,1.772294,5.8843,1.161552e-04,208732160,5587.6
12760,train,1.823192,6.1916,1.157393e-04,209059840,5592.0
12780,train,1.791099,5.9960,1.153239e-04,209387520,5596.4
12800,train,1.834309,6.2608,1.149091e-04,209715200,5600.8
12820,train,1.802759,6.0664,1.144948e-04,210042880,5605.2
12840,train,1.835275,6.2669,1.140811e-04,210370560,5609.6
12860,train,1.862237,6.4381,1.136679e-04,210698240,5614.0
12880,train,1.793418,6.0100,1.132553e-04,211025920,5618.4
12900,train,1.784526,5.9568,1.128432e-04,211353600,5622.8
12920,train,1.883470,6.5763,1.124317e-04,211681280,5627.2
12940,train,1.808318,6.1002,1.120208e-04,212008960,5631.6
12960,train,1.853509,6.3822,1.116105e-04,212336640,5636.0
12980,train,1.758670,5.8047,1.112007e-04,212664320,5640.4
13000,train,1.784164,5.9546,1.107916e-04,212992000,5644.8
13000,val,1.707643,5.5159,1.107916e-04,212992000,5646.5
13020,train,1.684087,5.3875,1.103830e-04,213319680,5651.1
13040,train,1.798337,6.0396,1.099750e-04,213647360,5655.6
13060,train,1.753979,5.7775,1.095677e-04,213975040,5660.0
13080,train,1.838227,6.2854,1.091609e-04,214302720,5664.4
13100,train,1.738069,5.6864,1.087547e-04,214630400,5668.8
13120,train,1.791321,5.9974,1.083492e-04,214958080,5673.2
13140,train,1.795903,6.0249,1.079443e-04,215285760,5677.6
13160,train,1.872514,6.5046,1.075400e-04,215613440,5682.0
13180,train,1.888609,6.6102,1.071363e-04,215941120,5686.4
13200,train,1.815118,6.1418,1.067333e-04,216268800,5690.8
13220,train,1.746887,5.7367,1.063309e-04,216596480,5695.2
13240,train,1.862574,6.4403,1.059291e-04,216924160,5699.6
13260,train,1.827095,6.2158,1.055280e-04,217251840,5704.1
13280,train,1.778679,5.9220,1.051276e-04,217579520,5708.5
13300,train,1.691523,5.4277,1.047278e-04,217907200,5712.9
13320,train,1.733825,5.6623,1.043286e-04,218234880,5717.3
13340,train,1.764616,5.8393,1.039302e-04,218562560,5721.8
13360,train,1.750491,5.7574,1.035324e-04,218890240,5726.2
13380,train,1.777261,5.9136,1.031352e-04,219217920,5730.6
13400,train,1.811588,6.1202,1.027387e-04,219545600,5735.0
13420,train,1.812729,6.1271,1.023430e-04,219873280,5739.5
13440,train,1.789839,5.9885,1.019479e-04,220200960,5743.9
13460,train,1.813103,6.1294,1.015535e-04,220528640,5748.3
13480,train,1.792298,6.0032,1.011597e-04,220856320,5752.7
13500,train,1.793118,6.0082,1.007667e-04,221184000,5757.1
13500,val,1.699068,5.4688,1.007667e-04,221184000,5758.8
13520,train,1.791471,5.9983,1.003744e-04,221511680,5763.3
13540,train,1.758605,5.8043,9.998282e-05,221839360,5767.7
13560,train,1.816044,6.1475,9.959192e-05,222167040,5772.1
13580,train,1.762027,5.8242,9.920174e-05,222494720,5776.6
13600,train,1.836801,6.2764,9.881228e-05,222822400,5781.0
13620,train,1.755280,5.7851,9.842354e-05,223150080,5785.4
13640,train,1.942287,6.9747,9.803554e-05,223477760,5789.8
13660,train,1.744524,5.7232,9.764826e-05,223805440,5794.2
13680,train,1.744830,5.7249,9.726172e-05,224133120,5798.6
13700,train,1.790221,5.9908,9.687592e-05,224460800,5803.0
13720,train,1.795292,6.0212,9.649087e-05,224788480,5807.5
13740,train,1.856918,6.4040,9.610656e-05,225116160,5811.9
13760,train,1.750946,5.7600,9.572301e-05,225443840,5816.3
13780,train,1.727910,5.6289,9.534022e-05,225771520,5820.7
13800,train,1.687808,5.4076,9.495819e-05,226099200,5825.1
13820,train,1.842286,6.3109,9.457692e-05,226426880,5829.5
13840,train,1.818360,6.1617,9.419643e-05,226754560,5834.0
13860,train,1.779029,5.9241,9.381671e-05,227082240,5838.4
13880,train,1.718042,5.5736,9.343776e-05,227409920,5842.7
13900,train,1.820780,6.1767,9.305960e-05,227737600,5847.1
13920,train,1.812192,6.1239,9.268223e-05,228065280,5851.5
13940,train,1.716568,5.5654,9.230565e-05,228392960,5855.9
13960,train,1.758554,5.8040,9.192986e-05,228720640,5860.4
13980,train,1.721198,5.5912,9.155487e-05,229048320,5864.8
14000,train,1.831176,6.2412,9.118069e-05,229376000,5869.2
14000,val,1.693968,5.4410,9.118069e-05,229376000,5870.9
14020,train,1.802229,6.0631,9.080731e-05,229703680,5875.5
14040,train,1.797382,6.0338,9.043474e-05,230031360,5879.9
14060,train,1.863454,6.4460,9.006299e-05,230359040,5884.3
14080,train,1.881021,6.5602,8.969206e-05,230686720,5888.7
14100,train,1.782410,5.9442,8.932195e-05,231014400,5893.1
14120,train,1.843438,6.3182,8.895267e-05,231342080,5897.5
14140,train,1.690977,5.4248,8.858422e-05,231669760,5901.9
14160,train,1.846730,6.3391,8.821661e-05,231997440,5906.3
14180,train,1.753332,5.7738,8.784983e-05,232325120,5910.7
14200,train,1.786537,5.9687,8.748390e-05,232652800,5915.1
14220,train,1.667177,5.2972,8.711882e-05,232980480,5919.5
14240,train,1.714932,5.5563,8.675459e-05,233308160,5923.9
14260,train,1.842929,6.3150,8.639122e-05,233635840,5928.2
14280,train,1.671394,5.3196,8.602870e-05,233963520,5932.6
14300,train,1.769976,5.8707,8.566705e-05,234291200,5937.0
14320,train,1.822317,6.1862,8.530627e-05,234618880,5941.5
14340,train,1.749456,5.7515,8.494635e-05,234946560,5945.9
14360,train,1.767414,5.8557,8.458732e-05,235274240,5950.3
14380,train,1.728779,5.6338,8.422916e-05,235601920,5954.7
14400,train,1.795143,6.0203,8.387189e-05,235929600,5959.1
14420,train,1.786554,5.9688,8.351550e-05,236257280,5963.6
14440,train,1.768595,5.8626,8.316000e-05,236584960,5968.0
14460,train,1.849963,6.3596,8.280540e-05,236912640,5972.4
14480,train,1.778732,5.9223,8.245170e-05,237240320,5976.8
14500,train,1.800693,6.0538,8.209890e-05,237568000,5981.2
14500,val,1.687764,5.4074,8.209890e-05,237568000,5982.9
14520,train,1.711900,5.5395,8.174701e-05,237895680,5987.4
14540,train,1.803720,6.0722,8.139602e-05,238223360,5991.8
14560,train,1.814672,6.1391,8.104596e-05,238551040,5996.2
14580,train,1.808408,6.1007,8.069681e-05,238878720,6000.6
14600,train,1.728110,5.6300,8.034858e-05,239206400,6005.0
14620,train,1.864387,6.4520,8.000128e-05,239534080,6009.4
14640,train,1.747840,5.7422,7.965490e-05,239861760,6013.8
14660,train,1.752580,5.7695,7.930946e-05,240189440,6018.2
14680,train,1.701680,5.4832,7.896496e-05,240517120,6022.6
14700,train,1.830520,6.2371,7.862140e-05,240844800,6027.0
14720,train,1.730639,5.6443,7.827878e-05,241172480,6031.4
14740,train,1.765792,5.8462,7.793711e-05,241500160,6035.9
14760,train,1.723305,5.6030,7.759640e-05,241827840,6040.3
14780,train,1.764379,5.8379,7.725664e-05,242155520,6044.7
14800,train,1.829231,6.2291,7.691784e-05,242483200,6049.2
14820,train,1.770524,5.8739,7.658000e-05,242810880,6053.6
14840,train,1.777697,5.9162,7.624313e-05,243138560,6058.0
14860,train,1.749150,5.7497,7.590723e-05,243466240,6062.4
14880,train,1.748202,5.7443,7.557230e-05,243793920,6066.8
14900,train,1.772516,5.8856,7.523835e-05,244121600,6071.2
14920,train,1.732090,5.6525,7.490539e-05,244449280,6075.7
14940,train,1.767252,5.8547,7.457341e-05,244776960,6080.1
14960,train,1.811920,6.1222,7.424241e-05,245104640,6084.5
14980,train,1.810008,6.1105,7.391242e-05,245432320,6089.0
15000,train,1.793134,6.0083,7.358341e-05,245760000,6093.4
15000,val,1.680885,5.3703,7.358341e-05,245760000,6095.1
15020,train,1.740486,5.7001,7.325541e-05,246087680,6099.6
15040,train,1.781517,5.9389,7.292841e-05,246415360,6104.0
15060,train,1.795759,6.0240,7.260241e-05,246743040,6108.4
15080,train,1.782872,5.9469,7.227743e-05,247070720,6112.9
15100,train,1.807670,6.0962,7.195346e-05,247398400,6117.3
15120,train,1.851654,6.3703,7.163051e-05,247726080,6121.7
15140,train,1.711949,5.5397,7.130858e-05,248053760,6126.1
15160,train,1.748338,5.7450,7.098767e-05,248381440,6130.6
15180,train,1.721289,5.5917,7.066780e-05,248709120,6135.0
15200,train,1.715591,5.5600,7.034895e-05,249036800,6139.4
15220,train,1.789993,5.9894,7.003114e-05,249364480,6143.8
15240,train,1.787862,5.9767,6.971437e-05,249692160,6148.3
15260,train,1.836304,6.2733,6.939863e-05,250019840,6152.7
15280,train,1.707716,5.5163,6.908395e-05,250347520,6157.1
15300,train,1.774603,5.8979,6.877031e-05,250675200,6161.5
15320,train,1.834502,6.2620,6.845773e-05,251002880,6165.9
15340,train,1.687649,5.4068,6.814620e-05,251330560,6170.3
15360,train,1.837376,6.2800,6.783573e-05,251658240,6174.7
15380,train,1.748254,5.7446,6.752633e-05,251985920,6179.1
15400,train,1.780988,5.9357,6.721799e-05,252313600,6183.5
15420,train,1.803497,6.0708,6.691072e-05,252641280,6187.9
15440,train,1.807678,6.0963,6.660452e-05,252968960,6192.3
15460,train,1.835430,6.2678,6.629939e-05,253296640,6196.7
15480,train,1.702613,5.4883,6.599535e-05,253624320,6201.1
15500,train,1.835185,6.2663,6.569239e-05,253952000,6205.5
15500,val,1.677086,5.3499,6.569239e-05,253952000,6207.2
15520,train,1.790315,5.9913,6.539052e-05,254279680,6211.7
15540,train,1.801977,6.0616,6.508973e-05,254607360,6216.1
15560,train,1.670343,5.3140,6.479004e-05,254935040,6220.5
15580,train,1.799436,6.0462,6.449144e-05,255262720,6224.9
15600,train,1.761773,5.8228,6.419395e-05,255590400,6229.3
15620,train,1.779610,5.9275,6.389755e-05,255918080,6233.7
15640,train,1.812883,6.1281,6.360226e-05,256245760,6238.1
15660,train,1.731953,5.6517,6.330808e-05,256573440,6242.5
15680,train,1.806496,6.0891,6.301501e-05,256901120,6246.9
15700,train,1.860168,6.4248,6.272306e-05,257228800,6251.3
15720,train,1.759162,5.8076,6.243223e-05,257556480,6255.7
15740,train,1.708341,5.5198,6.214251e-05,257884160,6260.1
15760,train,1.768919,5.8645,6.185393e-05,258211840,6264.5
15780,train,1.717455,5.5703,6.156647e-05,258539520,6268.9
15800,train,1.786138,5.9664,6.128014e-05,258867200,6273.3
15820,train,1.828490,6.2245,6.099494e-05,259194880,6277.7
15840,train,1.774249,5.8959,6.071088e-05,259522560,6282.1
15860,train,1.785999,5.9655,6.042797e-05,259850240,6286.5
15880,train,1.763620,5.8335,6.014620e-05,260177920,6290.9
15900,train,1.857109,6.4052,5.986557e-05,260505600,6295.3
15920,train,1.793905,6.0129,5.958609e-05,260833280,6299.7
15940,train,1.765302,5.8433,5.930777e-05,261160960,6304.1
15960,train,1.705198,5.5025,5.903060e-05,261488640,6308.5
15980,train,1.679920,5.3651,5.875459e-05,261816320,6312.9
16000,train,1.780506,5.9329,5.847974e-05,262144000,6317.3
16000,val,1.671701,5.3212,5.847974e-05,262144000,6319.0
16020,train,1.779993,5.9298,5.820606e-05,262471680,6323.5
16040,train,1.778120,5.9187,5.793355e-05,262799360,6328.0
16060,train,1.725561,5.6157,5.766220e-05,263127040,6332.4
16080,train,1.775528,5.9034,5.739203e-05,263454720,6336.8
16100,train,1.740130,5.6981,5.712304e-05,263782400,6341.2
16120,train,1.753301,5.7736,5.685523e-05,264110080,6345.5
16140,train,1.833815,6.2577,5.658859e-05,264437760,6349.9
16160,train,1.850940,6.3658,5.632315e-05,264765440,6354.3
16180,train,1.815231,6.1425,5.605889e-05,265093120,6358.7
16200,train,1.787327,5.9735,5.579583e-05,265420800,6363.1
16220,train,1.710772,5.5332,5.553396e-05,265748480,6367.5
16240,train,1.795234,6.0209,5.527328e-05,266076160,6371.9
16260,train,1.790998,5.9954,5.501381e-05,266403840,6376.3
16280,train,1.763048,5.8302,5.475554e-05,266731520,6380.7
16300,train,1.766492,5.8503,5.449847e-05,267059200,6385.1
16320,train,1.773536,5.8916,5.424261e-05,267386880,6389.5
16340,train,1.778495,5.9209,5.398797e-05,267714560,6393.9
16360,train,1.813995,6.1349,5.373454e-05,268042240,6398.3
16380,train,1.754571,5.7810,5.348232e-05,268369920,6402.7
16400,train,1.806865,6.0913,5.323133e-05,268697600,6407.1
16420,train,1.727721,5.6278,5.298155e-05,269025280,6411.5
16440,train,1.671390,5.3196,5.273300e-05,269352960,6415.9
16460,train,1.772497,5.8855,5.248568e-05,269680640,6420.3
16480,train,1.768553,5.8624,5.223959e-05,270008320,6424.7
16500,train,1.761077,5.8187,5.199474e-05,270336000,6429.1
16500,val,1.667160,5.2971,5.199474e-05,270336000,6430.7
16520,train,1.760034,5.8126,5.175111e-05,270663680,6435.3
16540,train,1.730418,5.6430,5.150873e-05,270991360,6439.7
16560,train,1.810169,6.1115,5.126759e-05,271319040,6444.1
16580,train,1.705825,5.5059,5.102769e-05,271646720,6448.5
16600,train,1.767704,5.8574,5.078904e-05,271974400,6452.9
16620,train,1.750781,5.7591,5.055164e-05,272302080,6457.3
16640,train,1.801875,6.0610,5.031549e-05,272629760,6461.7
16660,train,1.757654,5.7988,5.008059e-05,272957440,6466.1
16680,train,1.710494,5.5317,4.984695e-05,273285120,6470.5
16700,train,1.785607,5.9632,4.961457e-05,273612800,6474.9
16720,train,1.697572,5.4607,4.938345e-05,273940480,6479.3
16740,train,1.721445,5.5926,4.915360e-05,274268160,6483.7
16760,train,1.729834,5.6397,4.892501e-05,274595840,6488.1
16780,train,1.853265,6.3806,4.869769e-05,274923520,6492.5
16800,train,1.683307,5.3833,4.847164e-05,275251200,6497.0
